,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,datetime
13299,51211,Male,Loyal Customer,66,Business travel,Eco Plus,337,5,4,3,3,5,5,5,5,1,2,2,1,3,5,-3,23,12/29/1971
13300,72508,Female,Loyal Customer,41,Business travel,Business,2736,5,4,3,4,5,5,5,1,3,3,2,5,3,4,63,85,12/30/1971
13301,98695,Female,Loyal Customer,22,Personal Travel,Eco,992,2,4,1,3,1,3,1,2,5,5,5,3,5,1,86,0,12/31/1971
13302,104149,Male,disloyal Customer,45,Business travel,Business,349,2,0,0,3,4,2,5,5,4,4,3,3,5,3,6,6,1/1/1972
13303,116314,Female,Loyal Customer,-1,Personal Travel,Eco,337,2,5,0,2,5,0,5,5,5,2,4,5,4,5,110,105,1/2/1972
13304,29582,Female,Loyal Customer,57,Business travel,Eco,680,3,3,3,3,2,3,4,4,4,3,4,4,3,2,87,-5,1/3/1972
13305,17774,Female,Loyal Customer,52,Business travel,Eco,1042,5,3,5,2,5,3,3,1,4,3,5,4,1,5,227,310,1/4/1972
13306,105414,Male,Loyal Customer,36,Business travel,Business,452,2,0,2,2,4,4,5,2,3,4,3,4,2,5,23,93,1/5/1972
13307,88202,Male,Loyal Customer,-1,Business travel,Business,2433,2,1,0,1,3,5,5,5,5,5,5,3,5,4,2,0,1/6/1972
13308,88605,Female,Loyal Customer,-1,Personal Travel,Eco,594,0,4,0,2,5,2,5,3,3,0,1,5,2,1,24,57,1/7/1972
13309,110064,Female,disloyal Customer,25,Business travel,Eco Plus,2039,2,4,2,3,2,1,2,2,2,5,1,3,2,2,48,22,1/8/1972
13310,21021,Female,Loyal Customer,-1,Business travel,Eco,332,3,5,5,5,3,5,2,4,5,4,5,5,4,3,110,142,1/9/1972
13311,93993,Female,Loyal Customer,9,Personal Travel,Eco,1315,2,5,3,5,1,3,2,3,5,2,5,5,3,3,0,23,1/10/1972
13312,75273,Male,Loyal Customer,51,Personal Travel,Eco,1,3,0,2,4,1,4,0,1,2,5,5,4,5,0,-6,43,1/11/1972
13313,37520,Female,Loyal Customer,34,Business travel,Business,3936,3,3,3,2,4,1,2,3,2,2,0,2,0,1,252,235,1/12/1972
13314,48726,Male,Loyal Customer,49,Business travel,Business,89,2,2,3,2,2,5,5,5,5,5,5,4,4,2,49,1,1/13/1972
13315,83906,Male,disloyal Customer,-1,Business travel,Business,752,0,0,0,0,5,0,5,5,5,4,5,4,4,5,60,72,1/14/1972
13316,17026,Male,Loyal Customer,56,Personal Travel,Eco,781,3,3,3,3,3,4,3,2,1,1,2,1,2,1,0,24,1/15/1972
13317,22645,Female,Loyal Customer,45,Personal Travel,Eco,300,2,4,4,3,1,5,5,0,0,3,0,4,0,4,3,33,1/16/1972
13318,28318,Female,Loyal Customer,44,Business travel,Eco,867,1,2,2,3,3,4,3,2,1,3,3,4,2,3,97,95,1/17/1972
13319,46515,Male,disloyal Customer,27,Business travel,Eco,73,1,0,2,5,1,1,1,2,5,1,4,0,5,2,159,143,1/18/1972
13320,42105,Male,disloyal Customer,-1,Business travel,Eco,100000,4,5,4,3,2,4,2,1,5,5,5,5,1,2,0,0,1/19/1972
13321,101719,Female,Loyal Customer,-1,Personal Travel,Eco,986,4,3,5,5,5,3,3,5,3,5,3,4,5,3,231,121,1/20/1972
13322,88972,Female,Loyal Customer,52,Business travel,Business,1,1,3,2,1,5,4,5,5,5,3,5,5,5,1,40,0,1/21/1972
13323,82389,Female,disloyal Customer,28,Business travel,Business,501,3,5,4,1,3,4,2,3,5,5,5,4,3,2,66,80,1/22/1972
13324,228,Female,Loyal Customer,17,Personal Travel,Eco,213,4,5,2,4,5,3,3,5,2,4,5,3,3,5,19,54,1/23/1972
13325,31956,Male,Loyal Customer,-1,Business travel,Business,1968,4,2,2,2,1,0,3,0,3,5,4,0,4,1,40,0,1/24/1972
13326,110587,Male,Loyal Customer,-1,Personal Travel,Eco,551,4,2,3,2,2,2,3,2,1,5,1,2,2,2,9,13,1/25/1972
13327,61495,Male,Loyal Customer,-1,Business travel,Business,2288,2,1,3,1,4,3,3,4,2,1,3,3,5,3,93,7,1/26/1972
13328,93213,Female,Loyal Customer,68,Personal Travel,Eco,1845,3,5,3,1,5,5,5,5,4,1,3,5,4,5,110,85,1/27/1972
13329,118907,Female,Loyal Customer,-1,Business travel,Business,2363,2,2,2,3,1,0,5,5,5,5,5,2,5,5,61,62,1/28/1972
13330,41960,Female,Loyal Customer,51,Business travel,Business,2041,0,1,5,2,4,5,5,0,2,1,2,0,2,2,16,66,1/29/1972
13331,105421,Female,Loyal Customer,39,Business travel,Business,3648,1,1,4,3,5,4,3,5,5,5,5,5,4,4,0,100,1/30/1972
13332,107514,Male,Loyal Customer,-1,Business travel,Business,838,2,2,1,2,4,4,4,4,4,4,3,3,5,4,109,72,1/31/1972
13333,83498,Male,disloyal Customer,16,Business travel,Eco,946,2,2,1,4,0,2,2,1,2,4,2,2,4,1,0,35,2/1/1972
13334,63844,Female,Loyal Customer,40,Business travel,Business,3507,3,5,3,3,3,5,5,3,4,4,3,3,4,5,34,100,2/2/1972
13335,104540,Male,Loyal Customer,32,Personal Travel,Eco,1047,3,5,2,1,4,1,4,2,5,3,4,5,4,4,41,0,2/3/1972
13336,109212,Male,Loyal Customer,52,Business travel,Business,3426,2,0,3,0,5,0,3,3,5,5,4,3,4,1,42,1,2/4/1972
13337,93843,Female,Loyal Customer,-1,Personal Travel,Eco,391,5,5,3,3,5,4,5,4,4,5,4,5,4,4,94,2,2/5/1972
13338,44051,Male,Loyal Customer,30,Personal Travel,Eco,237,3,5,2,2,5,1,5,5,5,3,5,4,5,5,-1,33,2/6/1972
13339,61111,Female,disloyal Customer,-1,Business travel,Eco,1065,4,4,2,2,4,3,5,5,0,0,5,2,3,4,70,0,2/7/1972
13340,55530,Female,Loyal Customer,-1,Business travel,Eco,550,4,2,0,2,4,3,2,2,2,3,4,2,4,3,8,30,2/8/1972
13341,115685,Female,Loyal Customer,40,Business travel,Eco,480,3,3,3,2,2,3,2,3,4,2,5,4,2,1,97,78,2/9/1972
13342,72141,Male,Loyal Customer,-1,Business travel,Eco,331,2,0,2,1,1,3,1,1,5,1,4,3,1,1,52,0,2/10/1972
13343,53741,Female,Loyal Customer,-1,Business travel,Eco Plus,1208,0,0,0,1,2,0,2,1,2,4,1,2,4,1,84,0,2/11/1972
13344,47681,Male,Loyal Customer,-1,Personal Travel,Eco,1428,0,4,2,2,1,0,2,0,5,3,5,5,5,2,0,0,2/12/1972
13345,94647,Male,disloyal Customer,38,Business travel,Business,187,3,2,2,4,4,1,4,2,3,5,5,5,5,2,117,24,2/13/1972
13346,34505,Male,Loyal Customer,27,Business travel,Business,1521,2,3,2,3,5,5,5,5,3,1,4,4,2,5,10,88,2/14/1972
13347,79573,Male,Loyal Customer,25,Business travel,Business,3861,2,2,2,2,5,5,4,3,5,3,5,3,5,5,70,85,2/15/1972
13348,82110,Female,Loyal Customer,48,Personal Travel,Eco,1276,2,3,1,0,5,5,5,5,5,2,5,5,5,5,0,44,2/16/1972
13349,93269,Female,Loyal Customer,-1,Business travel,Business,867,5,5,5,3,5,5,5,5,5,5,5,3,5,5,59,19,2/17/1972
13350,86166,Male,disloyal Customer,27,Business travel,Business,226,4,3,3,5,1,4,4,3,3,3,5,4,5,3,0,69,2/18/1972
13351,3845,Male,Loyal Customer,25,Personal Travel,Eco,650,2,0,2,3,5,1,3,4,3,1,2,2,3,5,52,0,2/19/1972
13352,67344,Male,Loyal Customer,11,Personal Travel,Eco,1471,4,5,5,4,5,3,5,5,5,4,4,5,3,5,94,23,2/20/1972
13353,42780,Male,Loyal Customer,20,Personal Travel,Eco,744,3,1,0,5,5,0,3,5,1,4,3,1,3,5,82,43,2/21/1972
13354,93313,Male,Loyal Customer,-1,Personal Travel,Eco,1733,2,3,2,0,5,0,1,5,5,4,3,4,2,5,0,0,2/22/1972
13355,51569,Male,Loyal Customer,-1,Business travel,Eco,598,3,5,3,5,4,4,4,4,3,2,1,5,5,3,53,47,2/23/1972
13356,52286,Male,Loyal Customer,54,Business travel,Eco,370,2,4,3,3,2,2,4,3,1,4,2,4,3,2,88,74,2/24/1972
13357,70995,Female,Loyal Customer,57,Business travel,Business,2677,2,2,3,0,5,3,5,5,5,5,5,2,5,5,0,-2,2/25/1972
13358,121143,Male,Loyal Customer,29,Business travel,Business,2521,2,4,2,3,5,5,5,5,5,4,5,2,5,5,5,40,2/26/1972
13359,6889,Male,Loyal Customer,26,Business travel,Business,265,5,5,5,5,5,3,3,3,2,4,5,4,5,4,191,231,2/27/1972
13360,53181,Male,Loyal Customer,43,Business travel,Business,589,4,4,1,3,5,3,4,4,2,2,3,5,3,5,163,329,2/28/1972
13361,7827,Female,Loyal Customer,36,Personal Travel,Eco,650,3,5,2,1,5,3,5,4,4,3,0,5,2,3,85,64,2/29/1972
13362,69608,Male,Loyal Customer,11,Personal Travel,Eco,2475,1,5,2,2,1,3,5,2,2,5,2,4,0,3,30,0,3/1/1972
13363,105968,Male,disloyal Customer,21,Business travel,Eco,1073,2,0,0,3,1,2,4,4,1,2,3,4,3,2,66,95,3/2/1972
13364,12745,Male,Loyal Customer,-1,Personal Travel,Eco,721,1,4,1,5,2,3,1,1,2,2,3,1,3,0,83,83,3/3/1972
13365,57869,Male,Loyal Customer,53,Business travel,Business,2313,4,4,3,4,2,4,4,5,5,5,5,5,5,5,0,5,3/4/1972
13366,90588,Female,Loyal Customer,59,Business travel,Business,581,5,4,5,5,2,5,3,2,3,1,4,4,2,4,44,12,3/5/1972
13367,18819,Female,disloyal Customer,36,Business travel,Eco,448,1,3,0,5,3,2,3,1,3,3,4,5,5,2,87,127,3/6/1972
13368,93251,Male,Loyal Customer,-1,Business travel,Business,1180,1,1,2,1,0,1,0,1,0,3,2,2,3,0,21,4,3/7/1972
13369,36063,Male,Loyal Customer,61,Business travel,Business,399,3,3,3,2,2,5,4,2,3,3,2,2,1,3,94,18,3/8/1972
13370,39065,Female,Loyal Customer,-1,Business travel,Business,3001,3,1,3,3,2,3,1,2,1,2,3,1,2,2,149,147,3/9/1972
13371,114587,Male,Loyal Customer,43,Business travel,Business,2998,2,1,1,2,3,3,5,3,2,3,1,5,3,4,91,10,3/10/1972
13372,111949,Male,Loyal Customer,57,Business travel,Business,533,5,5,5,5,5,5,5,4,3,5,5,4,4,5,0,33,3/11/1972
13373,93155,Male,disloyal Customer,34,Business travel,Business,1066,1,3,2,5,4,5,5,4,5,4,2,5,2,5,291,292,3/12/1972
13374,115542,Female,disloyal Customer,27,Business travel,Eco,373,3,5,1,5,3,2,5,5,5,3,4,2,5,3,185,156,3/13/1972
13375,48886,Female,Loyal Customer,41,Business travel,Business,2529,0,5,0,2,0,2,2,5,5,3,3,3,5,3,24,74,3/14/1972
13376,110732,Female,Loyal Customer,40,Business travel,Business,3309,4,5,3,4,4,3,3,3,4,5,3,3,3,3,43,-4,3/15/1972
13377,89273,Male,Loyal Customer,53,Business travel,Business,453,2,3,4,3,2,4,4,4,4,3,4,5,3,2,97,79,3/16/1972
13378,117516,Female,Loyal Customer,-1,Personal Travel,Eco Plus,507,3,5,1,2,1,1,2,1,5,5,4,5,5,1,95,77,3/17/1972
13379,99090,Male,Loyal Customer,40,Business travel,Business,3797,1,1,0,1,1,1,2,2,3,2,2,1,1,2,0,0,3/18/1972
13380,18750,Male,Loyal Customer,34,Personal Travel,Eco,1167,5,3,3,4,4,1,5,4,5,3,4,5,5,5,211,141,3/19/1972
13381,42717,Female,disloyal Customer,-1,Business travel,Eco,912,1,3,2,2,2,3,1,2,2,1,4,2,3,2,51,0,3/20/1972
13382,44502,Male,disloyal Customer,-1,Business travel,Eco,411,1,4,0,5,5,0,5,5,4,2,5,2,2,5,96,22,3/21/1972
13383,4703,Male,Loyal Customer,18,Personal Travel,Eco,489,5,4,3,3,3,3,5,5,0,5,5,4,0,4,193,268,3/22/1972
13384,34261,Male,Loyal Customer,-1,Business travel,Business,280,0,2,0,1,5,4,3,5,5,5,5,4,5,3,0,44,3/23/1972
13385,71547,Male,Loyal Customer,18,Business travel,Eco,1182,1,5,5,5,1,2,3,3,3,0,2,2,3,3,0,61,3/24/1972
13386,77832,Male,Loyal Customer,-1,Personal Travel,Eco,874,4,3,4,3,1,4,1,2,3,2,4,0,3,3,30,16,3/25/1972
13387,126343,Male,Loyal Customer,64,Personal Travel,Eco,590,4,3,3,3,1,2,1,0,1,1,2,0,3,0,72,6,3/26/1972
13388,63857,Female,Loyal Customer,56,Business travel,Business,1591,3,3,2,2,3,3,5,4,5,3,3,5,4,2,69,34,3/27/1972
13389,53957,Male,Loyal Customer,-1,Business travel,Eco,1117,5,0,0,2,5,5,5,5,2,3,5,5,2,5,31,0,3/28/1972
13390,51629,Male,Loyal Customer,-1,Business travel,Business,493,4,3,3,2,5,3,4,4,4,2,4,4,4,4,34,83,3/29/1972
13391,75924,Female,Loyal Customer,48,Business travel,Business,1526,0,5,0,3,2,5,5,1,1,1,1,5,1,5,0,4,3/30/1972
13392,32211,Male,disloyal Customer,-1,Business travel,Eco,163,0,5,1,2,3,2,1,5,2,2,3,3,4,3,71,40,3/31/1972
13393,4873,Male,Loyal Customer,68,Personal Travel,Eco,408,1,5,3,4,5,2,4,4,5,5,5,5,5,4,77,85,4/1/1972
13394,77478,Female,disloyal Customer,15,Business travel,Eco,2125,4,3,1,4,4,2,4,3,2,2,3,2,2,4,2,62,4/2/1972
13395,18684,Male,Loyal Customer,54,Personal Travel,Eco,201,3,5,4,5,5,5,4,5,2,1,2,3,5,5,54,0,4/3/1972
13396,37657,Female,Loyal Customer,15,Personal Travel,Eco,1035,2,1,1,3,2,1,0,2,3,1,2,2,4,0,9,28,4/4/1972
13397,92202,Female,Loyal Customer,46,Business travel,Business,1956,2,0,1,0,1,5,4,5,5,5,5,4,5,5,6,0,4/5/1972
13398,45191,Male,Loyal Customer,-1,Business travel,Business,1437,5,5,4,4,3,5,3,4,3,5,5,3,5,3,84,54,4/6/1972
13399,19967,Male,Loyal Customer,-1,Business travel,Business,100000,2,3,2,1,3,2,1,4,4,3,5,2,5,3,30,120,4/7/1972
13400,21630,Female,Loyal Customer,-1,Personal Travel,Eco,780,2,5,2,0,3,3,3,2,2,3,3,4,3,5,1,2,4/8/1972
13401,58565,Male,Loyal Customer,62,Business travel,Business,416,2,3,3,1,5,5,4,5,5,5,5,5,5,5,68,-5,4/9/1972
13402,120560,Male,Loyal Customer,41,Business travel,Business,2845,5,5,5,5,5,2,1,3,2,3,1,3,1,0,18,36,4/10/1972
13403,86703,Male,Loyal Customer,27,Business travel,Business,1747,5,5,1,5,5,5,5,5,5,1,4,5,3,5,27,56,4/11/1972
13404,33881,Male,disloyal Customer,-1,Business travel,Business,1105,5,5,5,2,3,5,2,1,2,3,1,5,5,2,88,95,4/12/1972
13405,56991,Male,Loyal Customer,33,Personal Travel,Eco,2454,5,1,5,4,5,5,5,1,3,3,3,5,2,5,55,32,4/13/1972
13406,97448,Male,Loyal Customer,12,Business travel,Business,1633,2,0,1,2,2,2,1,1,2,3,3,3,3,2,70,107,4/14/1972
13407,99160,Male,Loyal Customer,34,Business travel,Business,1675,2,4,5,2,4,5,3,5,5,4,3,3,4,3,72,95,4/15/1972
13408,33152,Female,Loyal Customer,53,Personal Travel,Eco,101,4,2,4,3,1,3,3,5,5,4,3,4,5,2,83,0,4/16/1972
13409,92652,Male,Loyal Customer,-1,Personal Travel,Eco,453,2,5,3,3,5,2,4,5,3,4,5,4,5,5,51,63,4/17/1972
13410,38633,Female,Loyal Customer,31,Business travel,Business,2588,1,3,3,2,4,5,5,5,4,2,5,4,3,5,31,8,4/18/1972
13411,19329,Female,Loyal Customer,29,Business travel,Business,2836,1,3,3,4,2,1,1,2,3,0,2,3,2,2,88,95,4/19/1972
13412,50722,Female,Loyal Customer,-1,Personal Travel,Eco,109,1,5,2,5,3,5,4,2,4,1,4,4,3,5,31,0,4/20/1972
13413,107730,Female,Loyal Customer,51,Personal Travel,Eco,405,1,4,3,0,5,1,4,5,5,2,4,4,5,4,27,76,4/21/1972
13414,26691,Male,Loyal Customer,7,Personal Travel,Eco,404,1,3,3,1,0,3,1,2,2,2,5,4,3,0,40,66,4/22/1972
13415,129130,Female,disloyal Customer,22,Business travel,Eco,954,3,3,3,2,2,3,3,4,5,5,3,2,5,4,46,0,4/23/1972
13416,79486,Male,Loyal Customer,-1,Business travel,Business,2978,4,5,5,5,0,1,1,3,5,3,4,2,3,0,30,66,4/24/1972
13417,127297,Female,disloyal Customer,40,Business travel,Business,707,3,1,3,3,0,1,2,1,5,2,0,2,5,2,57,0,4/25/1972
13418,21905,Male,Loyal Customer,42,Business travel,Eco,448,1,4,3,5,1,3,1,2,2,5,4,2,3,2,-9,95,4/26/1972
13419,50264,Male,disloyal Customer,25,Business travel,Eco,372,3,2,2,2,0,2,2,0,1,4,4,4,3,2,0,0,4/27/1972
13420,74493,Female,Loyal Customer,29,Business travel,Business,3962,1,1,2,1,3,5,4,5,5,5,3,5,5,4,39,-6,4/28/1972
13421,22027,Male,Loyal Customer,15,Business travel,Eco Plus,500,3,4,5,5,3,3,5,3,1,1,5,1,2,3,99,0,4/29/1972
13422,92443,Female,Loyal Customer,39,Business travel,Business,2092,4,3,4,3,3,2,1,4,3,4,3,2,4,4,27,27,4/30/1972
13423,9113,Female,Loyal Customer,43,Business travel,Business,3684,0,3,2,2,0,3,5,2,0,0,1,5,1,2,88,16,5/1/1972
13424,27600,Male,Loyal Customer,34,Personal Travel,Eco,937,5,5,3,5,0,4,2,1,5,2,5,5,3,2,0,50,5/2/1972
13425,24711,Female,Loyal Customer,38,Business travel,Eco Plus,397,5,5,5,5,3,5,5,3,0,3,2,0,5,3,12,0,5/3/1972
13426,61245,Male,disloyal Customer,34,Business travel,Eco,967,3,3,5,4,2,4,2,2,2,5,4,3,5,2,48,2,5/4/1972
13427,73826,Male,Loyal Customer,20,Personal Travel,Eco,1194,3,5,2,0,2,1,0,1,5,2,5,5,5,2,92,66,5/5/1972
13428,112259,Male,disloyal Customer,-1,Business travel,Eco,1546,3,2,4,3,5,4,5,5,1,2,4,3,2,5,136,52,5/6/1972
13429,19981,Female,Loyal Customer,52,Personal Travel,Business,589,3,3,4,5,2,2,3,2,1,3,1,2,3,1,30,75,5/7/1972
13430,26046,Female,Loyal Customer,27,Business travel,Business,432,4,2,4,4,3,2,2,3,2,5,2,1,3,2,56,7,5/8/1972
13431,15153,Female,Loyal Customer,43,Personal Travel,Eco,1042,4,5,3,1,4,1,2,1,0,2,2,2,1,2,41,110,5/9/1972
13432,98013,Male,disloyal Customer,-1,Business travel,Business,1014,2,3,3,3,4,4,3,2,4,5,5,4,5,2,81,63,5/10/1972
13433,38906,Male,Loyal Customer,59,Business travel,Eco,1,5,5,3,3,3,4,5,3,5,2,5,5,1,3,-5,81,5/11/1972
13434,23054,Female,Loyal Customer,43,Business travel,Business,3517,5,5,5,5,5,4,4,4,3,5,5,5,5,4,58,13,5/12/1972
13435,38958,Male,Loyal Customer,-1,Business travel,Business,2202,3,3,4,3,5,5,5,5,5,5,5,4,5,4,-7,61,5/13/1972
13436,121047,Male,Loyal Customer,10,Personal Travel,Eco,992,2,0,2,1,2,3,2,3,3,3,2,2,0,4,11,36,5/14/1972
13437,44625,Male,Loyal Customer,-1,Business travel,Business,3733,2,0,2,1,4,4,5,4,3,4,5,2,5,3,67,12,5/15/1972
13438,36980,Female,Loyal Customer,-1,Business travel,Business,2091,5,5,5,5,4,3,4,3,3,5,4,5,2,3,26,9,5/16/1972
13439,13423,Female,disloyal Customer,-1,Business travel,Eco,491,2,0,2,4,5,2,5,5,5,2,2,5,5,5,60,74,5/17/1972
13440,122001,Female,Loyal Customer,-1,Business travel,Business,2023,0,5,0,2,5,3,5,3,2,2,2,3,1,4,95,76,5/18/1972
13441,128153,Female,Loyal Customer,44,Business travel,Business,1849,1,1,2,3,5,5,3,4,2,3,4,5,4,5,-2,65,5/19/1972
13442,63056,Male,Loyal Customer,24,Personal Travel,Eco,967,1,5,2,2,5,0,5,5,5,3,5,5,5,5,65,123,5/20/1972
13443,67684,Male,Loyal Customer,-1,Business travel,Business,1464,3,4,4,2,2,5,5,3,3,4,3,2,4,4,93,23,5/21/1972
13444,127267,Female,Loyal Customer,55,Business travel,Business,2212,4,5,5,5,1,5,2,4,4,4,3,3,4,3,0,29,5/22/1972
13445,57800,Female,Loyal Customer,44,Business travel,Business,1727,5,5,5,5,4,5,5,3,3,5,5,4,4,4,94,20,5/23/1972
13446,34461,Female,Loyal Customer,68,Personal Travel,Eco,228,2,5,0,0,1,5,5,1,2,0,2,4,1,5,0,89,5/24/1972
13447,40493,Male,Loyal Customer,31,Personal Travel,Eco,188,3,5,0,1,3,0,3,2,3,1,5,3,5,2,0,92,5/25/1972
13448,114311,Female,Loyal Customer,70,Personal Travel,Eco,846,4,5,2,2,3,5,5,4,2,4,2,5,2,5,19,113,5/26/1972
13449,80443,Female,Loyal Customer,60,Personal Travel,Eco,2248,3,5,3,1,3,3,3,0,1,3,1,5,1,5,123,129,5/27/1972
13450,87569,Female,Loyal Customer,46,Business travel,Business,3071,3,4,2,5,5,5,4,3,3,3,3,4,3,5,46,66,5/28/1972
13451,21235,Male,Loyal Customer,66,Personal Travel,Eco,317,3,3,4,3,3,4,2,3,5,3,5,2,3,1,107,10,5/29/1972
13452,68133,Male,Loyal Customer,63,Personal Travel,Eco,868,3,2,3,2,4,1,3,4,5,3,0,4,1,3,32,28,5/30/1972
13453,95619,Male,Loyal Customer,8,Personal Travel,Eco,756,4,3,4,0,5,5,3,5,5,3,3,5,5,5,79,0,5/31/1972
13454,11668,Female,Loyal Customer,-1,Personal Travel,Eco,1117,0,2,1,3,2,0,4,3,3,3,5,3,2,3,78,68,6/1/1972
13455,65556,Female,Loyal Customer,56,Business travel,Business,175,4,4,5,3,5,5,5,4,5,4,5,5,3,2,3,38,6/2/1972
13456,85853,Female,Loyal Customer,-1,Business travel,Eco Plus,666,0,5,5,5,3,5,5,2,2,1,2,4,2,3,41,41,6/3/1972
13457,18384,Female,Loyal Customer,41,Business travel,Business,493,3,4,2,4,3,4,2,3,3,3,3,2,5,4,0,0,6/4/1972
13458,41939,Female,Loyal Customer,64,Personal Travel,Eco,129,2,0,2,5,3,2,3,3,3,4,4,5,4,2,0,49,6/5/1972
13459,3414,Male,Loyal Customer,-1,Personal Travel,Eco,240,2,5,1,3,1,1,0,1,3,5,4,5,5,2,17,0,6/6/1972
13460,68222,Male,Loyal Customer,40,Business travel,Business,631,4,4,4,2,2,5,5,4,2,4,4,5,3,3,94,0,6/7/1972
13461,12164,Female,Loyal Customer,-1,Business travel,Business,986,3,3,1,3,4,5,3,4,4,3,4,3,5,5,2,2,6/8/1972
13462,6318,Female,Loyal Customer,57,Business travel,Business,3793,1,2,4,2,2,5,5,5,5,4,5,3,4,5,82,86,6/9/1972
13463,50448,Female,disloyal Customer,-1,Business travel,Eco,337,0,0,1,5,2,2,1,1,3,1,3,5,4,2,0,96,6/10/1972
13464,69802,Male,Loyal Customer,59,Business travel,Business,1345,2,1,1,3,5,5,5,5,5,5,5,3,5,3,96,0,6/11/1972
13465,28171,Male,disloyal Customer,-1,Business travel,Eco,859,0,0,1,4,4,2,1,4,5,2,2,1,5,3,94,81,6/12/1972
13466,60585,Female,Loyal Customer,-1,Business travel,Eco,1158,5,5,5,5,5,5,5,5,3,2,3,5,4,5,0,60,6/13/1972
13467,12384,Male,disloyal Customer,-1,Business travel,Eco,262,2,4,3,2,0,4,1,2,2,5,3,2,2,2,-2,34,6/14/1972
13468,16530,Female,Loyal Customer,42,Business travel,Eco,209,5,5,4,3,4,3,1,5,5,5,5,5,5,2,75,170,6/15/1972
13469,110695,Male,Loyal Customer,33,Personal Travel,Eco,945,2,2,2,5,5,1,5,5,5,5,1,2,3,5,9,60,6/16/1972
13470,112570,Male,Loyal Customer,-1,Business travel,Business,1,3,3,3,2,3,5,5,5,4,4,5,4,3,3,81,93,6/17/1972
13471,86534,Male,Loyal Customer,37,Personal Travel,Eco,762,1,5,3,1,2,1,3,3,5,5,5,4,5,3,3,36,6/18/1972
13472,22276,Male,Loyal Customer,35,Business travel,Business,2123,0,5,0,4,3,5,4,1,2,3,2,3,3,1,87,0,6/19/1972
13473,108487,Male,Loyal Customer,46,Business travel,Eco,570,0,2,2,4,3,2,3,2,2,3,2,1,3,1,30,39,6/20/1972
13474,123124,Male,Loyal Customer,-1,Business travel,Business,3889,5,3,5,5,1,5,5,5,3,5,5,4,4,5,26,80,6/21/1972
13475,41062,Male,disloyal Customer,-1,Business travel,Business,140,0,4,0,4,3,0,4,4,5,4,4,3,5,2,42,42,6/22/1972
13476,73866,Male,disloyal Customer,-1,Business travel,Business,2585,3,4,4,3,5,5,5,3,2,5,5,5,5,5,-6,0,6/23/1972
13477,64917,Male,Loyal Customer,40,Business travel,Eco,190,1,3,3,2,0,0,1,0,2,1,4,2,5,0,74,11,6/24/1972
13478,112590,Female,Loyal Customer,20,Business travel,Business,1,5,5,4,5,5,5,5,5,4,2,5,3,5,5,85,48,6/25/1972
13479,119873,Male,Loyal Customer,41,Personal Travel,Eco,936,1,3,2,4,0,3,5,1,5,3,5,5,5,2,29,107,6/26/1972
13480,79710,Male,Loyal Customer,18,Personal Travel,Eco,760,2,5,1,3,5,1,5,5,5,3,5,5,4,5,17,13,6/27/1972
13481,94092,Female,Loyal Customer,27,Personal Travel,Business,1,2,5,1,3,5,1,5,5,5,3,5,2,3,5,4,0,6/28/1972
13482,113265,Female,disloyal Customer,23,Business travel,Business,223,5,4,5,1,5,5,5,5,5,5,5,5,3,5,78,100,6/29/1972
13483,110925,Male,Loyal Customer,36,Personal Travel,Eco,406,3,5,5,2,1,3,3,2,5,1,5,4,5,0,84,111,6/30/1972
13484,78120,Male,Loyal Customer,37,Personal Travel,Eco,1619,5,4,5,1,3,5,3,2,5,5,1,3,3,2,81,8,7/1/1972
13485,84056,Male,Loyal Customer,49,Business travel,Business,2590,0,0,2,0,1,5,5,3,3,5,5,5,3,5,70,40,7/2/1972
13486,93916,Female,Loyal Customer,-1,Business travel,Business,3720,0,2,2,1,2,5,5,3,3,3,5,3,3,5,95,93,7/3/1972
13487,7647,Male,Loyal Customer,45,Business travel,Business,2509,2,1,3,0,5,5,3,5,4,5,5,4,3,4,136,147,7/4/1972
13488,64894,Female,disloyal Customer,26,Business travel,Eco,247,0,0,0,4,0,2,0,0,2,2,3,4,3,0,13,17,7/5/1972
13489,11,Female,disloyal Customer,28,Business travel,Business,821,2,2,2,4,2,2,3,2,2,5,3,3,5,2,0,77,7/6/1972
13490,115188,Male,Loyal Customer,30,Business travel,Business,1635,0,0,0,3,5,5,5,5,4,3,5,5,5,5,50,101,7/7/1972
13491,111291,Male,Loyal Customer,50,Personal Travel,Eco Plus,479,3,4,5,4,4,5,3,2,0,5,3,3,4,4,137,169,7/8/1972
13492,53383,Female,Loyal Customer,-1,Personal Travel,Eco,1452,3,3,2,4,2,4,5,1,2,3,0,3,0,1,77,1,7/9/1972
13493,78547,Male,Loyal Customer,-1,Personal Travel,Eco,620,0,3,2,3,1,1,1,1,5,2,5,5,3,1,66,12,7/10/1972
13494,44272,Female,Loyal Customer,22,Personal Travel,Eco,100000,4,1,5,3,4,4,5,4,3,4,2,3,4,4,-5,0,7/11/1972
13495,143,Female,Loyal Customer,39,Business travel,Business,227,0,0,0,5,2,5,5,1,2,3,3,5,3,5,0,18,7/12/1972
